0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255
0.0,0.23082756,0.0,0.0,0.03267773,0.0,0.0,0.44651172,0.0,0.0,0.0,0.07580414,0.20689915,0.0,0.0,0.0,0.6185367,0.47254333,0.5614934,1.6133766,0.0,0.0,0.0,0.5582678,0.0,0.0,0.20815517,0.045242626,0.0,0.07327727,0.48981926,0.042243686,1.4531279,0.052249208,0.0,0.1835531,1.258586,0.5236642,0.16308175,0.0,0.0,0.14834782,0.62215054,0.960099,0.0,0.0,0.017672895,0.0,0.0,0.0,0.35321763,0.0,0.6329812,0.0,0.5635493,0.0,0.10640807,0.0,0.0,0.0980216,0.7920157,0.0,0.0,0.0,0.0,0.0,0.0,1.6922122,0.0,0.0,0.0,1.4320484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36035982,0.5401937,0.07541624,0.44233003,0.0,2.7348175,0.0,0.14622477,0.0,0.0,0.8205448,0.0,0.06801857,0.0,0.0,0.0,0.26474378,0.0,0.0,0.094070695,0.0,0.0,0.0,0.0,0.0,0.0,0.9128865,0.0,0.3028741,0.0,0.0,0.01814907,0.0,0.79265034,0.0,0.0,0.0,0.0,0.0,0.30045292,0.44012314,1.3340946,0.15494719,0.17506641,0.0,0.2820051,0.09803634,0.0,0.0,0.0,0.0012239614,0.0,0.0,0.1089622,0.0,0.28087902,0.02707734,0.0,0.0,0.0,0.0,0.0,0.19655952,0.3849077,0.0,0.40056863,0.5550449,0.0,0.0,0.0,0.07252589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.234853,0.0,0.0,0.31155238,0.0,0.0,0.016083807,0.23025165,0.0,0.0,0.0,0.0,1.744796,0.0,0.0,0.14745001,0.009359341,1.6565199,0.07157762,0.0,0.75121415,0.0,0.0,0.012649898,0.681851,0.0,0.0,0.0,0.22834115,0.0,0.30607614,0.0,0.0,0.0,0.0,2.7067752,0.0,0.0,0.0,0.20624667,1.8499267,0.0,0.50584453,0.0,0.0,0.0,0.2966408,0.6331534,0.2981266,0.0,0.0,0.0,0.2132549,0.0,0.0,0.024479158,0.0,0.020343065,0.0,0.035259686,0.0,0.0,0.0,0.0,0.37537417,0.0,0.12937233,0.0,0.35601616,0.073941074,0.46102974,0.0005265381,0.3332735,0.7953526,0.0,0.0,0.0,0.0,0.05941987,0.35166553,0.0,0.0,0.31859285,0.0,0.0,1.4086524,0.0,0.1585011,0.0,0.5560701,0.0,0.4760339,0.0,0.41964224,0.0
0.0,0.8444789,0.0,0.0,0.13603461,0.0,0.0,0.40595052,0.0,0.0,0.0,0.0,0.12713385,0.033218987,0.0,0.0,0.66230094,0.24025661,0.35605744,1.5443566,0.0,0.0,0.0,0.5610252,0.0,0.0,0.083463706,0.06488467,0.0,0.29631576,0.5612071,1.0046339,1.7684661,0.079520784,0.0,0.03903724,1.5047965,0.53586423,0.7773286,0.0,0.0,0.22527446,0.6434197,1.7612506,0.0,0.0,0.0,0.0,0.3085253,0.0,0.16804294,0.0,1.446201,0.0,0.8176504,0.0,0.58797276,0.0,0.0,0.0,1.1929132,0.0,0.0,0.0,0.0,0.0,0.0,1.3743374,0.0,0.0,0.0,1.6060394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.156404,0.0,0.0,0.83207875,0.32376274,0.0521163,0.4480567,0.66263443,2.560595,0.0,0.4320951,0.0,0.0,1.0545169,0.0,0.0,0.0,0.0,0.0,0.5265488,0.0,0.0,0.08331675,0.0,0.0,0.0,0.0,0.0,0.0,1.3908087,0.0,0.80943733,0.0,0.0,0.024226503,0.23627599,0.99310744,0.0,0.0,0.0,0.0,0.08373075,0.38813755,0.48832035,1.7093854,0.31785002,0.01764578,0.0,0.29441434,0.0,0.0,0.0,0.0,0.1445598,0.0,0.0,0.0,0.0,0.0,0.41377237,0.028033474,0.0,0.0,0.0,0.0,0.0,0.45925945,0.0,1.583051,0.4101525,0.0,0.0,0.0,0.057648692,0.0,0.0,0.02399755,0.0,0.0,0.0,0.0,11.618161,0.0,0.0,0.7864144,0.0,0.0,0.020723568,0.10278987,0.0,0.0,0.0,0.0,2.118054,0.0,0.0,0.0,0.001911898,1.1388403,0.084600404,0.0,0.82074803,0.0,0.0,0.15520771,1.5497625,0.0,0.0,0.0,0.42489251,0.0,0.0,0.0,0.0,0.0,0.0,2.7358084,0.0,0.0,0.0,0.071096614,1.9362713,0.0,0.86992735,0.0,0.0,0.0,0.020680912,1.0895643,0.5298425,0.0,0.0,0.0,0.35056326,0.0,0.0,0.04216097,0.0,0.081631996,0.0,0.0,0.0,0.0,0.0,0.0,0.13258101,0.0,0.12575616,0.0,0.54940146,0.31579968,0.9120305,0.013306021,0.9283691,1.9540409,0.0,0.0,0.0,0.0,0.04354023,0.68350476,0.0,0.0,0.5236112,0.0,0.0,1.5351335,0.0,0.19055381,0.0,0.974261,0.0,1.8092812,0.0,0.36461845,0.0
0.0,0.0,0.056181177,0.30201164,0.0,0.0,0.0,0.67439103,0.0,0.0,0.055625796,0.0,0.38564616,0.0,0.0,0.0,0.7836956,0.2434532,0.7579585,1.7704349,0.0,0.0,0.0,0.41551927,0.06917719,0.0,0.07267083,0.0,0.0,0.0,0.0,0.0,0.9127949,0.0,0.0,0.11493314,0.6597693,0.6830139,0.0,0.0,0.0,0.03642273,0.33466274,0.13155173,0.5032996,0.0,0.0,0.0,0.0,0.0,0.36148554,0.0,0.0,0.0,0.2437419,0.0,0.0,0.0,0.04094162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7467251,0.0,0.0,0.0,0.871526,0.0,0.19962837,0.0,0.0,0.0,0.0,0.044867337,0.93539554,0.0,0.0,0.0,0.10756886,0.47301728,0.0,0.21848226,0.0,2.1028636,0.072833136,0.0,0.0,0.0,0.64567375,0.0,0.12646675,0.0,0.0,0.0,0.0,0.0,0.032813072,0.0,0.0,0.0,0.0,0.0,0.5414865,0.121640615,0.0,0.0,0.0,0.0,0.0,0.022885773,0.0,0.11871497,0.0,0.013490438,0.0,0.0,0.0,0.0,0.7502947,0.8476211,0.0,0.019625697,0.0,0.34238443,0.017497625,0.0,0.9038993,0.0,0.0,0.21514164,0.331046,0.43753287,0.19558385,0.6347145,0.0,0.0,0.0,0.0,0.0,0.0,0.5374703,0.63149333,0.0,0.0,0.26799864,0.110699356,0.0,0.22991358,0.0,0.0,0.00062545616,0.0,0.0,0.0,0.0,0.0,15.636076,0.0,0.0,0.0,0.0,0.0,0.0,0.016373497,0.0,0.0,0.57656074,0.0,0.60480297,0.0,0.0,0.938398,0.0,2.0326214,0.06661952,0.0,0.70500714,0.0,0.0,0.0,0.0,0.20743579,0.0,0.0,0.0,0.0,0.8917068,0.052166358,0.0,0.0,0.0,2.2769945,0.0,0.0,0.5245261,0.037353933,1.73938,0.0,0.0,0.0,0.0,0.0,0.50190175,0.0,0.0,0.0,0.0,0.40749386,0.0,0.34772226,0.0,0.0,0.0,0.0,0.0,0.27655578,0.0,0.0,0.0,0.0,0.26201284,0.0,0.0,0.0,0.021601917,0.0,0.0,0.0,0.0,0.0,0.0,0.5527525,0.0,0.64032716,0.0,0.0,0.0,0.11189279,0.22952926,0.68463016,0.0,0.8961034,0.0,0.0,0.4750841,0.0,0.0,0.0,0.0,0.4963593,0.0
0.0,1.5706606,0.0,0.0,0.2869907,0.0,0.0,0.04158873,0.0,0.0,0.0,0.0,0.0759309,0.26841855,0.0,0.0,0.22495323,0.2945782,0.33701786,1.2144961,0.0,0.0,0.0,0.4355026,0.0,0.0,0.053989656,0.14099322,0.0,0.4520432,0.76652044,1.9851718,1.801359,0.12710609,0.0,0.071934186,1.8257945,0.3624485,1.3198137,0.0,0.0,0.3584678,0.83163685,2.331505,0.0,0.14873703,0.067590185,0.0,0.6041112,0.0,0.03102165,0.0,2.1515093,0.0,0.97386444,0.0,1.1630254,0.0,0.0,0.10119464,1.5438659,0.0,0.0,0.0,0.0,0.0,0.00019481334,0.88245356,0.0,0.0,0.0,1.5756401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30773735,0.0,0.0,0.98240083,0.42473063,0.21084122,0.7153436,1.4393952,2.3799398,0.0,0.56689554,0.0,0.0,1.0973126,0.0,0.21781102,0.0,0.0,0.0,0.7841367,0.0,0.0,0.113649696,0.0,0.025226487,0.0,0.0,0.0,0.0,1.8341279,0.0,1.2769259,0.0,0.0,0.06281783,0.5156138,1.2589054,0.0,0.0,0.0,0.020979661,0.12083078,0.5878476,0.090581216,1.524277,0.41211563,0.05797711,0.0,0.27100217,0.027043674,0.0,0.0,0.0,0.33292994,0.0,0.0,0.0,0.0,0.0,0.8519465,0.26830807,0.0,0.0,0.0,0.05755914,0.0,0.42754924,0.0,2.7799125,0.569986,0.0,0.0,0.0,0.069687195,0.0,0.0,0.033090632,0.0,0.0,0.0,0.0,6.233906,0.0,0.0,1.279183,0.0,0.0,0.14390649,0.11005392,0.0,0.0,0.0,0.0,2.4040253,0.0,0.0,0.0,0.0069617545,0.58369,0.19633597,0.0,0.8354731,0.0,0.0,0.36033294,2.5250223,0.0,0.0,0.0,0.797124,0.0010414255,0.0,0.0,0.0,0.0,0.0,2.4031277,0.0,0.0,0.0,0.0,1.2756829,0.0,1.0438677,0.0,0.008100476,0.06384027,0.0,1.4472555,0.89066756,0.0,0.0,0.0,0.49790877,0.0,0.06860285,0.23688523,0.0,0.35856712,0.0,0.0,0.009009439,0.0,0.0,0.0,0.21438946,0.0,0.18770409,0.009728514,0.64181423,0.5221075,1.22524,0.008180591,1.3823187,3.0123928,0.0,0.0,0.0,0.0,0.07661228,0.9388471,0.0,0.0,0.716744,0.0,0.0,1.4622838,0.0,0.33792818,0.0,1.3394518,0.0,3.0802302,0.0,0.23703028,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.70538527,0.0,0.0,0.0,0.0,0.20904417,0.0,0.0,0.0,0.8561299,0.28665718,0.7077869,1.6463559,0.0,0.0,0.0,0.6097289,0.0,0.0,0.23352054,0.0,0.0,0.0,0.23665506,0.0,1.3528267,0.0,0.0,0.05332526,1.052639,0.5972816,0.038362462,0.0,0.0,0.13472651,0.3875176,0.7195039,0.040618133,0.0,0.0,0.0,0.0,0.0,0.34199563,0.0,0.21761584,0.0,0.36360136,0.0,0.0,0.0,0.0,0.0,0.5100849,0.0,0.0,0.0,0.0,0.0,0.0,1.7426686,0.0,0.0,0.0,1.3064718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38315147,0.0,0.0,0.0,0.37399772,0.40462387,0.0,0.27058986,0.0,2.371247,0.0,0.045521785,0.0,0.0,0.73547816,0.0,0.0,0.0,0.0,0.0,0.19801699,0.0,0.113388434,0.0,0.0,0.0,0.0,0.0,0.282862,0.013197461,0.6140168,0.0,0.09288096,0.0,0.0,0.0,0.0,0.5125348,0.0,0.0,0.0,0.0,0.036312968,0.16654107,0.6794587,1.2803886,0.14363842,0.065559745,0.0,0.3084819,0.0,0.0,0.27408457,0.0,0.0,0.0,0.11604175,0.28819743,0.0,0.45115122,0.0,0.0,0.0,0.0,0.0,0.0,0.4031874,0.45206094,0.0,0.0,0.38514644,0.0,0.0,0.07247939,0.054633252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.120696,0.0,0.0,0.13032538,0.0,0.0,0.0,0.052519515,0.0,0.0,0.2016178,0.0,1.3192639,0.0,0.0,0.4210709,0.0,1.8144301,0.0,0.0,0.69662577,0.0,0.0,0.0,0.20659108,0.19038688,0.0,0.0,0.03504954,0.0,0.6139296,0.011205815,0.0,0.0,0.0,2.5894918,0.0,0.0,0.0,0.08501601,2.0613852,0.0,0.2603893,0.0,0.0,0.0,0.59577423,0.38545114,0.030489627,0.0,0.0,0.049249142,0.18995242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23207317,0.0,0.06284972,0.0,0.2508641,0.0,0.19798766,0.0,0.31253567,0.38158637,0.0,0.016431166,0.0,0.23711306,0.0,0.23853137,0.0,0.0,0.20954758,0.31221706,0.0,1.2480104,0.0,0.0,0.029823154,0.33501348,0.0,0.0,0.0,0.512677,0.0
0.0,0.0,0.13419852,0.38829955,0.0,0.0,0.03690922,0.4207629,0.0,0.0,0.097722106,0.0,0.47490013,0.0,0.0,0.0,0.61649126,0.32056355,0.88511926,1.6178534,0.0,0.017909184,0.27459985,0.26484635,0.07797957,0.0,0.056537617,0.0,0.0,0.0,0.0,0.0,0.5086928,0.0,0.0,0.16075411,0.5927675,0.5602754,0.0,0.062402677,0.0,0.0,0.3935636,0.0,0.90982646,0.0,0.0,0.0,0.0,0.0,0.34718704,0.09945315,0.0,0.08467097,0.068130285,0.0,0.0,0.0,0.13841815,0.0,0.0,0.0,0.116399154,0.0,0.1313882,0.0,0.0,1.7470008,0.0,0.13116337,0.0,0.56697,0.17697911,0.6077376,0.0,0.0,0.0,0.0,0.5261148,1.1911521,0.0,0.0,0.0,0.0,0.5209072,0.0034433487,0.28292474,0.0,1.8146868,0.40320015,0.0,0.0,0.0,0.34863374,0.0,0.40173864,0.0,0.0,0.0,0.0,0.0,0.027197562,0.0,0.0,0.0,0.0,0.0,0.68135405,0.19484845,0.0,0.0,0.0,0.0,0.19003735,0.01932612,0.0,0.0,0.0,0.06703842,0.0,0.0,0.0,0.0,0.567394,0.36816788,0.0,0.10967728,0.0,0.271712,0.0,0.0,1.1478302,0.12427884,0.0,0.40736574,0.4683536,0.53517497,0.3171233,0.8489756,0.0,0.0,0.0,0.0,0.074731246,0.0,0.5734555,0.63218766,0.0,0.0,0.34275597,0.32054183,0.0,0.31719914,0.0,0.0,0.25422996,0.0,0.0,0.0,0.12163512,0.0,15.224756,0.0,0.0,0.0,0.0,0.0,0.0,0.03419572,0.0,0.0,0.5643198,0.0,0.14117986,0.0,0.0,1.0275952,0.0,2.2736278,0.18053052,0.0,0.46055314,0.24102342,0.0,0.0,0.0,0.24896769,0.0,0.0,0.0,0.0,0.95146316,0.046861343,0.0,0.0,0.0,1.8693944,0.0,0.17450415,0.78331816,0.0,1.2921214,0.0,0.0,0.14990433,0.0,0.0,0.5065922,0.0,0.0,0.0,0.0,0.54302627,0.0,0.6568095,0.0,0.0,0.0,0.0,0.0,0.28958598,0.0,0.0,0.0,0.0,0.32486477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8517225,0.0,0.8679849,0.0,0.0,0.0,0.7090554,0.16890451,0.8661463,0.0,0.43498337,0.0,0.0,0.8121895,0.0,0.0,0.0,0.09215262,0.5251899,0.0
0.0,0.670785,0.0,0.0,0.2500509,0.0,0.0,0.27204478,0.0,0.0,0.0,0.0,0.13446163,0.15518135,0.0,0.0,0.4659414,0.39290744,0.5649792,1.6139253,0.0,0.0,0.0,0.5257989,0.0,0.0,0.04505104,0.0,0.0,0.18543358,0.5531336,0.7575734,1.4513588,0.122652814,0.0,0.19805336,1.5919565,0.37375593,0.5261617,0.0,0.0,0.16260493,0.6752549,1.4288229,0.0,0.04616068,0.116994314,0.0,0.2324186,0.0,0.17100511,0.0,1.2283314,0.0,0.7430005,0.0,0.52673185,0.0,0.0,0.0,1.351118,0.0,0.0,0.0,0.0,0.0,0.08370755,1.308077,0.0,0.0,0.0,1.3583046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046507996,0.0,0.0,0.57207996,0.625686,0.15642293,0.52866185,0.40407357,2.686928,0.0,0.21767811,0.0,0.0,0.9634815,0.0,0.32267225,0.0,0.0,0.0,0.40242317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2466499,0.0,0.54868054,0.0,0.0,0.0,0.23170921,1.0574886,0.0,0.0,0.0,0.00027712403,0.19810924,0.40341362,0.29645482,1.2846639,0.22493303,0.12567636,0.0,0.42781082,0.0,0.07640749,0.0,0.0,0.20181292,0.0,0.0,0.0,0.0,0.088058636,0.4539457,0.04078414,0.0,0.0,0.0,0.0,0.0,0.41814753,0.0,1.2644967,0.6079372,0.0,0.0,0.0,0.102409415,0.0,0.0,0.007251935,0.0,0.0,0.0,0.0,12.65024,0.0,0.0,0.6185062,0.0,0.0,0.0,0.21222858,0.0,0.0,0.0,0.0,1.8973386,0.0,0.0,0.0,0.07317088,1.3497018,0.16418749,0.0,0.82954645,0.0,0.0,0.18441126,1.470249,0.0,0.0,0.0,0.48084155,0.0,0.0,0.0,0.0,0.0,0.0,2.6027792,0.0,0.0,0.0,0.04819017,1.3787241,0.0,0.8419023,0.0,0.08634929,0.023290558,0.0,0.81333107,0.5195329,0.0,0.0,0.0,0.44410226,0.0,0.021961426,0.099600896,0.0,0.027306322,0.0,0.11384166,0.0,0.0,0.03490387,0.0,0.42021453,0.0,0.2176895,0.0,0.31717047,0.18530104,0.64008564,0.0,0.60180086,1.6254888,0.0,0.0,0.048729293,0.0,0.0,0.66729265,0.0,0.0,0.53396046,0.0,0.0,1.3365833,0.0,0.2229291,0.0,0.742358,0.0,1.2910144,0.080865815,0.39958778,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89583564,0.0,0.0,0.036293056,0.0,0.16664594,0.0,0.0,0.0,1.017898,0.1775086,0.42060483,1.61484,0.0,0.0,0.0,0.5425236,0.056266233,0.0,0.13319744,0.0,0.0,0.014973622,0.14759035,0.0,1.3282015,0.0,0.0,0.0,0.68959355,0.72061676,0.0,0.0,0.0,0.12744111,0.19239762,0.5734629,0.022700021,0.0,0.0,0.0,0.0,0.0,0.35931882,0.0,0.14768462,0.0,0.29041725,0.0,0.0,0.0,0.0,0.0,0.30100742,0.0,0.0,0.0,0.0,0.0,0.0,1.6986972,0.04085994,0.0,0.0,1.2697349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53040797,0.0,0.0,0.0,0.45799354,0.2641294,0.0,0.12918633,0.0,2.2282526,0.0,0.17800824,0.0,0.0,0.7847898,0.0,0.0,0.0,0.0,0.0,0.06374055,0.0,0.12061909,0.0,0.0,0.0,0.0,0.0,0.34382355,0.10175645,0.43652952,0.0,0.026346926,0.0,0.0,0.0,0.0,0.3824432,0.0,0.0,0.0,0.0,0.0,0.19145393,0.80486804,1.42028,0.03942226,0.03495262,0.0,0.31979325,0.04514393,0.0,0.14111155,0.0,0.0,0.0,0.15335174,0.3678327,0.0,0.34570733,0.0,0.0,0.0,0.0,0.0,0.0,0.584022,0.43976596,0.0,0.0,0.23947226,0.0,0.0,0.02968891,0.031919006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.334337,0.0,0.0,0.0,0.0,0.0,0.0,0.026603432,0.0,0.0,0.34242725,0.0,1.2664009,0.0,0.0,0.5437691,0.0,1.6341321,0.0,0.0,0.7541325,0.0,0.0,0.0,0.0,0.31280372,0.0,0.0,0.0,0.0,0.83147496,0.07668773,0.0,0.0,0.0,2.6331508,0.0,0.0,0.4248285,0.14646558,2.3129973,0.0,0.22898062,0.0,0.0,0.0,0.7553605,0.17327857,0.011960978,0.0,0.0,0.18794465,0.12982912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15657738,0.0,0.030799251,0.0,0.23995987,0.0,0.21843031,0.0,0.14991055,0.11214545,0.0,0.16634744,0.0,0.413347,0.0,0.14074877,0.0,0.0,0.1500097,0.6020981,0.0,1.3886163,0.0,0.0,0.013886367,0.25753206,0.0,0.0,0.0,0.45828244,0.0
0.0,0.0,0.0,0.058510233,0.0,0.0,0.0,0.7559891,0.0,0.0,0.02786286,0.0,0.24642292,0.0,0.0,0.0,0.86132467,0.26947314,0.7679893,1.7839543,0.0,0.0,0.0,0.495952,0.031870287,0.0,0.17192622,0.0,0.0,0.0,0.0,0.0,1.2367451,0.0,0.0,0.09807616,0.93771905,0.67169595,0.0,0.0,0.0,0.055372912,0.31591174,0.48970866,0.2799323,0.0,0.0,0.0,0.0,0.0,0.38711783,0.0,0.0,0.0,0.35606572,0.0,0.0,0.0,0.019213159,0.0,0.31427285,0.0,0.0,0.0,0.0,0.0,0.0,1.8267807,0.0,0.0,0.0,1.1492242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.628443,0.0,0.0,0.0,0.22595179,0.46034867,0.0,0.26817444,0.0,2.330662,0.0,0.0,0.0,0.0,0.76362103,0.0,0.0,0.0,0.0,0.0,0.012274041,0.0,0.04287155,0.0,0.0,0.0,0.0,0.0,0.43467373,0.06151562,0.22305481,0.0,0.0,0.0,0.0,0.0,0.0,0.32446814,0.0,0.0,0.0,0.0,0.0,0.0,0.7722695,1.150158,0.07788029,0.027580196,0.0,0.35653564,0.0,0.0,0.59554386,0.0,0.0,0.027806167,0.22577034,0.38278702,0.06679653,0.5680547,0.0,0.0,0.0,0.0,0.0,0.0,0.52714086,0.53579557,0.0,0.0,0.35451856,0.0,0.0,0.18700294,0.0,0.0,0.0,0.016607715,0.0,0.0,0.0,0.0,15.3734665,0.0,0.0,0.0,0.0,0.0,0.0,0.048942335,0.0,0.0,0.34325415,0.0,1.1403643,0.0,0.0,0.628547,0.0,1.9032698,0.0,0.0,0.7776669,0.0,0.0,0.0,0.0,0.22725573,0.0,0.0,0.0,0.0,0.7842608,0.019249003,0.0,0.0,0.0,2.5242696,0.0,0.0,0.3672375,0.05398608,2.0300212,0.0,0.115647696,0.0,0.0,0.0,0.57987314,0.15496528,0.0,0.0,0.0,0.20405775,0.03608624,0.0,0.0,0.0,0.0,0.0,0.0,0.12307057,0.0,0.0,0.0,0.0,0.3061416,0.0,0.0,0.0,0.106914535,0.0,0.0,0.0,0.0,0.0,0.0,0.2955891,0.0,0.465473,0.0,0.07821692,0.0,0.0,0.223951,0.5852502,0.0,1.1589634,0.0,0.0,0.3755134,0.05740903,0.0,0.0,0.0,0.5685689,0.0
0.0,0.0,0.0,0.031322587,0.117415294,0.0,0.0058595547,0.44016927,0.0,0.0,0.0,0.0,0.20421849,0.024244662,0.0,0.0,0.5242372,0.46860662,0.732194,1.7897819,0.0,0.0,0.0,0.51879185,0.0,0.0,0.14354677,0.0,0.0,0.0,0.30755928,0.0,1.3733464,0.03939356,0.0,0.20028624,1.3776617,0.4979674,0.0250306,0.0,0.0,0.10944622,0.61384916,0.9013948,0.0,0.06931511,0.045664974,0.0,0.0,0.0,0.29613853,0.0,0.51925963,0.0,0.5660822,0.0,0.010762171,0.0,0.0,0.08761606,0.9390719,0.0,0.0,0.0,0.0,0.0,0.0,1.6721177,0.0,0.0,0.0,1.3898873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.040313922,0.0,0.0,0.0,0.28459656,0.6733288,0.12688097,0.49214783,0.0,2.7623818,0.0,0.05455716,0.0,0.0,0.83339286,0.0,0.2428801,0.0,0.0,0.0,0.1661861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77593106,0.0,0.23431695,0.0,0.072396316,0.0,0.0,0.8024448,0.0,0.0,0.0,0.0,0.05801956,0.19752072,0.51138836,1.1862918,0.17955615,0.14691158,0.0,0.39150515,0.0,0.06692855,0.2448065,0.0,0.0,0.0,0.0,0.063605785,0.0,0.4305431,0.044925794,0.0,0.0,0.0,0.0,0.0,0.10660129,0.5373764,0.0,0.14404468,0.6512611,0.0,0.0,0.05150111,0.069432326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.390017,0.0,0.0,0.22137484,0.0,0.0,0.0,0.14859529,0.0,0.0,0.040791858,0.0,1.6111094,0.0,0.0,0.29550374,0.0036332144,1.8711538,0.101180755,0.0,0.823535,0.0,0.0,0.0,0.5596721,0.0,0.0,0.0,0.19363278,0.0,0.19423054,0.0,0.0,0.0,0.0,2.6487396,0.0,0.0,0.0,0.08025001,1.6279966,0.0,0.53353107,0.0,0.0,0.0,0.14273554,0.46933776,0.26853073,0.0,0.0,0.0,0.17729677,0.0,0.0,0.0,0.0,0.0,0.0,0.26246876,0.0,0.0,0.0,0.0,0.53086364,0.0,0.12484863,0.0,0.20412986,0.0,0.33721998,0.0,0.21301013,0.6156102,0.0,0.0,0.0,0.0,0.043845274,0.41280478,0.0,0.0,0.34454575,0.0,0.0,1.2395272,0.0,0.038696915,0.0,0.35178247,0.0,0.23007494,0.0,0.5035305,0.0
