0,1,2,3,4,5,6,7
0.22508286,0.28313845,-0.48889253,0.4893773,0.04870636,0.2575673,-0.27512085,-0.49624556
0.4758224,0.36808953,-0.44131565,0.40598556,-0.011183659,-0.0031066067,-0.28181782,-0.44605306
0.41537032,0.35310018,-0.45863366,0.44026238,0.0019080093,0.061194673,-0.28087482,-0.46472877
0.03176076,0.1273931,-0.49420908,0.40492743,0.073792115,0.54189277,-0.1475779,-0.5036676
0.5066983,0.36426386,-0.43005767,0.3828572,-0.01858929,-0.0076951426,-0.29534888,-0.43749687
0.35987705,0.33257335,-0.47287467,0.45366678,0.01886145,0.13276888,-0.28076258,-0.48337212
-0.030809721,0.06850836,-0.4985028,0.36182138,0.08233031,0.5930022,-0.043577116,-0.50458777
0.020332754,0.12915336,-0.49665478,0.41745505,0.07809019,0.52977574,-0.14010336,-0.50555116
0.2761175,0.27915037,-0.4807075,0.46082184,0.033370484,0.27078906,-0.29000276,-0.4938176
0.41667438,0.34976926,-0.45758298,0.43482718,0.006515002,0.06915003,-0.2901293,-0.46538997
0.33712775,0.3157911,-0.4700993,0.44992933,0.02376835,0.18700661,-0.30771044,-0.4826686
0.2608954,0.3010972,-0.48714095,0.48580515,0.044150136,0.20951284,-0.27439392,-0.49681416
0.35880125,0.31999975,-0.46709257,0.44328454,0.018568238,0.17034817,-0.30642515,-0.4805471
0.20188662,0.2560169,-0.48850977,0.4708859,0.052180003,0.32628804,-0.26906434,-0.5017366
0.06164283,0.15776737,-0.49734822,0.43033805,0.07394317,0.49391475,-0.17247286,-0.5095068
0.17943269,0.25543308,-0.4975276,0.48626477,0.05948625,0.31283647,-0.24247953,-0.50830024
