0,1,2,3,4,5,6,7
0.49587443,0.36136103,-0.43613845,0.3929539,-0.017605025,0.0033398294,-0.28770077,-0.4424978
0.56137913,0.37717283,-0.41789827,0.34390548,-0.03718764,-0.08067481,-0.25113797,-0.42275593
0.22370237,0.30894876,-0.5165425,0.5129634,0.05182303,0.16035748,-0.15182462,-0.5225987
0.61599904,0.36797464,-0.39008403,0.29642025,-0.05524118,-0.095329076,-0.27766126,-0.39480922
0.59313476,0.37006852,-0.3988317,0.31820145,-0.046401784,-0.08120169,-0.28081745,-0.40412393
0.15931249,0.2459913,-0.51092327,0.49357408,0.06430999,0.30973312,-0.18870075,-0.52323174
-0.024419613,0.07696674,-0.49480176,0.37022963,0.08134775,0.59055674,-0.07163359,-0.5010738
0.0049511367,0.09964288,-0.4946247,0.38619983,0.07625665,0.56981707,-0.10766179,-0.5041281
0.094238445,0.19254234,-0.5009865,0.46733505,0.06828975,0.42359638,-0.19182704,-0.51357764
-0.20587733,-0.06687,-0.4832901,0.24762063,0.12941448,0.40214303,0.49296564,-0.48659572
0.4141642,0.3282607,-0.46076724,0.42112875,0.005205215,0.1262761,-0.29817343,-0.47558057
0.16140221,0.21064986,-0.49315363,0.44374976,0.05565237,0.41245037,-0.2397015,-0.5087163
-0.074460976,0.034165148,-0.49489066,0.33539736,0.08891971,0.61531407,0.01825199,-0.49902785
0.3949704,0.3289539,-0.4640611,0.4357431,0.008560775,0.128327,-0.29339343,-0.47743282
-0.2100997,-0.09482185,-0.47002092,0.20079972,0.124606274,0.53512245,0.4045884,-0.46909714
0.01036338,0.107598,-0.4957292,0.39279965,0.07918888,0.559741,-0.11747559,-0.5048711
