0,1,2,3,4,5,6,7
0.16672479,0.2625144,-0.52154905,0.5046588,0.060579486,0.26087758,-0.14747676,-0.532089
0.56568503,0.3725029,-0.41345426,0.34083608,-0.03952045,-0.06965269,-0.27159533,-0.4170742
0.12759182,0.21750434,-0.5129707,0.481034,0.06707296,0.36389703,-0.166972,-0.52638394
0.49533987,0.36457473,-0.4391731,0.39114723,-0.015496147,-0.0035801323,-0.27751365,-0.44563183
-0.14931092,0.01060347,-0.5244407,0.3447755,0.12350246,0.38344595,0.37501833,-0.5298709
-0.04199612,0.090784565,-0.5212884,0.4194103,0.09633978,0.496737,0.026207455,-0.5344455
-0.19578646,-0.05238875,-0.49430972,0.2756385,0.1311938,0.45769116,0.40399233,-0.4986999
0.14589833,0.22483456,-0.5032116,0.4782271,0.06209224,0.36469004,-0.20476823,-0.51716113
0.059269723,0.16313122,-0.5153964,0.44594,0.078570925,0.45730022,-0.11510258,-0.5261501
0.29764208,0.31844482,-0.48682833,0.48309514,0.035887066,0.16530041,-0.2558654,-0.49552009
0.27339694,0.30115154,-0.48349538,0.48298427,0.038931616,0.21718587,-0.27922347,-0.4907843
0.17739044,0.24452694,-0.49881345,0.48319995,0.05859821,0.3297909,-0.23242359,-0.5101232
0.54796803,0.36420316,-0.41979995,0.3524829,-0.031236345,-0.03759548,-0.28512996,-0.42769468
0.52946377,0.36789864,-0.4241609,0.36847997,-0.025030235,-0.030357463,-0.28621566,-0.43030354
-0.051959384,0.058758717,-0.498881,0.36602885,0.088175856,0.589732,-0.017725814,-0.5050894
-0.18921314,-0.04643035,-0.4977021,0.28716224,0.12756646,0.4604868,0.38873637,-0.5024299
