0,1,2,3,4,5,6,7
0.33287987,0.3302403,-0.48725054,0.46682325,0.018708011,0.13821521,-0.24368666,-0.49594226
0.3480587,0.32014218,-0.4743576,0.45697996,0.019378973,0.16137585,-0.28133658,-0.4867754
-0.16347477,-0.048271194,-0.48556924,0.25359574,0.110533595,0.60811013,0.23335771,-0.48413455
0.13067198,0.21906212,-0.49933836,0.4718813,0.059840463,0.38894942,-0.21300134,-0.5125366
0.54243755,0.36785915,-0.4307395,0.3567066,-0.032809775,-0.055847626,-0.24777356,-0.43826696
0.40999565,0.36000693,-0.47561014,0.43789375,-0.00080690975,0.038216755,-0.22423038,-0.48228842
0.15942898,0.23837656,-0.50378585,0.4833316,0.05345032,0.34532318,-0.2012469,-0.51743996
0.013691799,0.10651777,-0.4934836,0.39052832,0.075756535,0.56469244,-0.12386989,-0.50246155
0.05047547,0.14216204,-0.4939141,0.42045602,0.070284866,0.51834106,-0.16889195,-0.50434715
0.44050533,0.34960908,-0.4572206,0.42053774,-0.0048413323,0.056732964,-0.27502194,-0.46791747
0.3623287,0.32262793,-0.46968892,0.4497644,0.016011793,0.15078038,-0.29321468,-0.48245987
0.01847866,0.111848526,-0.4946354,0.3945933,0.07468928,0.5571354,-0.12669449,-0.50472826
0.21302702,0.26218313,-0.48787713,0.47348768,0.047158312,0.30894312,-0.2670337,-0.50466627
0.20923297,0.26133037,-0.49171138,0.47934636,0.047499195,0.30542386,-0.2546876,-0.505934
0.11414395,0.18963358,-0.49628958,0.44501835,0.063216306,0.44448534,-0.21019195,-0.5108047
0.10556109,0.17402077,-0.4940514,0.43186292,0.06213731,0.4743376,-0.2069095,-0.5062731
