0,1,2,3,4,5,6,7
0.3404013,0.30065253,-0.47459516,0.43612105,0.0227102,0.2172411,-0.3001618,-0.49039412
0.53945124,0.35536608,-0.41976425,0.3602834,-0.029121477,-0.010926748,-0.30675197,-0.42618898
-0.012300673,0.10500205,-0.5027883,0.41371393,0.08501636,0.5349339,-0.08402021,-0.5142242
0.6190217,0.36130205,-0.3923679,0.2930501,-0.054454923,-0.09281801,-0.27521715,-0.3988947
0.21280833,0.24937698,-0.48891652,0.46136945,0.046184465,0.33731148,-0.26512334,-0.5044007
-0.118733935,0.0075859264,-0.50506735,0.33353373,0.10765957,0.56960446,0.14326605,-0.5127785
0.49326995,0.37303373,-0.4379522,0.39807078,-0.018339736,-0.024127357,-0.2688199,-0.44055125
0.13344207,0.19050202,-0.49309492,0.43600747,0.059150096,0.4495128,-0.22533375,-0.50628173
0.08390591,0.17636225,-0.4986921,0.44970128,0.07094357,0.45730603,-0.18746375,-0.5114945
0.3124908,0.316052,-0.4806285,0.47107446,0.03318561,0.17559263,-0.27602756,-0.4913455
0.37506777,0.3261324,-0.4648397,0.44375384,0.014299695,0.14782448,-0.30573362,-0.4737499
-0.05751905,0.058900308,-0.50182456,0.36991242,0.09196672,0.5789959,-0.0041335993,-0.5107329
0.08989494,0.18121433,-0.49696785,0.45161822,0.06972877,0.4509339,-0.19594564,-0.5114157
-0.08444579,0.03949377,-0.51371115,0.3660749,0.10318884,0.54563576,0.09726097,-0.5249506
0.0863589,0.1814566,-0.50111276,0.45668525,0.071416944,0.4437945,-0.17861393,-0.51573575
0.035644416,0.151796,-0.50722367,0.4552617,0.08175865,0.46688423,-0.12849748,-0.5195877
