0,1,2,3,4,5,6,7
0.16601895,0.24189417,-0.4940683,0.47413546,0.05797442,0.3491167,-0.24713303,-0.5086243
0.0065505994,0.11125901,-0.49505344,0.3987138,0.07731787,0.5552248,-0.12109847,-0.5045893
0.14992811,0.21745782,-0.49016616,0.4592879,0.058056325,0.3995362,-0.24707605,-0.50495464
0.11966395,0.19221556,-0.49306,0.43930063,0.06327811,0.45028982,-0.22256872,-0.506299
0.0360093,0.14082521,-0.49405986,0.4193916,0.07590417,0.5201498,-0.16116819,-0.5065517
0.19162221,0.24103473,-0.48785716,0.4622714,0.051277455,0.35498047,-0.26964992,-0.50212765
0.102619626,0.1765386,-0.49199176,0.42979437,0.06467697,0.47588694,-0.20976454,-0.50682503
0.26984787,0.26101968,-0.48069018,0.44464618,0.03114909,0.3148223,-0.2945529,-0.4933891
0.26662272,0.28729978,-0.48364046,0.4745846,0.034877524,0.24667238,-0.27875966,-0.4974553
0.14752926,0.21400636,-0.49546674,0.45261887,0.061593,0.4038653,-0.23163478,-0.5113998
-0.049539022,0.054640755,-0.4946167,0.3503114,0.08456755,0.6072005,-0.028194498,-0.5005572
-0.07966507,0.026567377,-0.49408782,0.32449305,0.089727595,0.6202216,0.032544415,-0.49974412
0.26579913,0.2649453,-0.48145837,0.44642287,0.03410546,0.31023103,-0.29553443,-0.49326685
0.18107192,0.21568108,-0.48862612,0.43962348,0.0488403,0.41003078,-0.25702474,-0.50209355
-0.0021565503,0.095660575,-0.49526632,0.38251904,0.07819708,0.574486,-0.10050989,-0.5029747
0.043739025,0.12962246,-0.49475756,0.4047623,0.06936647,0.5392333,-0.15155227,-0.5040981
