0,1,2,3,4,5,6,7
0.5795088,0.3691583,-0.40753642,0.32847187,-0.040403057,-0.058487877,-0.28208888,-0.41144213
0.5748977,0.37281412,-0.41513348,0.3283551,-0.037791282,-0.07848267,-0.255008,-0.42158335
0.59547263,0.368361,-0.4181793,0.30410814,-0.045572765,-0.088978685,-0.21640463,-0.4307455
0.56480825,0.37104046,-0.4154798,0.33874488,-0.03599971,-0.06198484,-0.2699346,-0.42183685
0.5553706,0.3712751,-0.42189482,0.3447018,-0.03323141,-0.05888166,-0.26157537,-0.42884803
0.5592874,0.37324727,-0.42641908,0.34082234,-0.035550967,-0.07302799,-0.23694132,-0.43261176
0.29825008,0.2966936,-0.4745953,0.46392894,0.031475805,0.23033008,-0.30059758,-0.48800358
0.48616767,0.34441417,-0.4367068,0.39203292,-0.016900664,0.05414568,-0.31548604,-0.44482392
0.5621455,0.3752962,-0.41634503,0.34296107,-0.03556194,-0.06719271,-0.2617823,-0.4217466
0.5500358,0.37307674,-0.41810676,0.35126194,-0.03262186,-0.05117544,-0.27873534,-0.42272884
0.5194642,0.37252098,-0.42706782,0.37673378,-0.025210941,-0.028899625,-0.2817347,-0.43153745
0.33222386,0.33183235,-0.48919064,0.47186694,0.026192667,0.12528656,-0.22859816,-0.49890766
0.55355364,0.370094,-0.42519945,0.34607756,-0.032880954,-0.05620861,-0.25176457,-0.4340721
0.62019444,0.36313838,-0.38773108,0.29498255,-0.0570877,-0.08445703,-0.28691307,-0.39169914
0.6002158,0.3591772,-0.39885396,0.31103957,-0.04814549,-0.06380073,-0.28967977,-0.40570906
0.5737692,0.3684656,-0.40724015,0.3377136,-0.042534817,-0.062947825,-0.28441364,-0.41044384
