0,1,2,3,4,5,6,7
-0.102631345,0.06561623,-0.54169357,0.38493428,0.110331535,0.32693565,0.3486636,-0.55038965
0.039614093,0.13355076,-0.49889237,0.41662493,0.073466405,0.52271116,-0.1402442,-0.5097375
0.104295425,0.19006044,-0.4932217,0.4544265,0.06507321,0.4436848,-0.2181534,-0.5045263
0.168989,0.25366998,-0.5031228,0.4928923,0.05707169,0.31202817,-0.21798764,-0.5127197
0.388283,0.33563897,-0.46234247,0.44416395,0.011326442,0.11535673,-0.29779768,-0.47267494
0.18524982,0.23281528,-0.48974177,0.46012706,0.05109398,0.37039793,-0.25749004,-0.5037949
0.19116837,0.24407949,-0.4930647,0.46364507,0.05387504,0.3445698,-0.25472337,-0.5092007
0.057776738,0.1437465,-0.49561933,0.41363907,0.07101574,0.5174785,-0.16524272,-0.50904864
-0.022306891,0.086642236,-0.4987059,0.38446045,0.083980694,0.5700779,-0.068295725,-0.5086967
-0.021810934,0.07692868,-0.494515,0.3673934,0.079939626,0.5919822,-0.07367348,-0.5018189
-0.015042034,0.08915446,-0.49664333,0.38346705,0.08050925,0.5730482,-0.08093387,-0.506663
0.17371419,0.21837036,-0.49121276,0.44649062,0.05118228,0.40187114,-0.24915531,-0.50526786
0.5154394,0.35899267,-0.43383017,0.3755655,-0.021920625,-0.00462587,-0.2792038,-0.4446703
0.100761935,0.19256787,-0.50187564,0.45860788,0.07177645,0.4274374,-0.19036248,-0.5162091
-0.14293139,-0.014600962,-0.50279665,0.31123766,0.11436697,0.5601471,0.21199563,-0.50783604
-0.12657411,-0.0038190568,-0.50009817,0.31728795,0.108988374,0.5851294,0.15331294,-0.5054056
