0,1,2,3,4,5,6,7
0.40558618,0.36603996,-0.49680448,0.4311617,0.0036214301,-0.016526544,-0.13244173,-0.50097144
0.35175464,0.3573352,-0.4805286,0.47316658,0.018787134,0.061394174,-0.23456162,-0.48440123
0.45599905,0.3753731,-0.45389572,0.41712433,-0.0088655595,-0.009831591,-0.24615939,-0.45866778
0.43332538,0.3750631,-0.46016183,0.42809263,-0.0040194574,-0.0015034156,-0.24505489,-0.46526808
0.3778021,0.36065242,-0.47140503,0.4573017,0.012106737,0.05259213,-0.25809783,-0.47573194
0.34361178,0.3528909,-0.48185492,0.47007975,0.022035984,0.0804452,-0.24388915,-0.48764834
0.4683439,0.3739112,-0.45289275,0.4050488,-0.009277649,-0.011682392,-0.24673058,-0.45887852
0.07056071,0.17634644,-0.5171902,0.4646322,0.07663865,0.420381,-0.11760609,-0.53303796
0.5305254,0.3736178,-0.42814985,0.36471972,-0.026807051,-0.040084783,-0.27061656,-0.4325055
0.36480567,0.3541133,-0.47689474,0.4585213,0.017470134,0.07797896,-0.25620088,-0.48148254
0.33631328,0.3413823,-0.48487958,0.47331673,0.023928775,0.10860784,-0.23881112,-0.49174747
0.25568074,0.3078886,-0.48850507,0.49866664,0.0422155,0.19784817,-0.26155564,-0.49314192
0.38995805,0.3622329,-0.47125477,0.45006618,0.01079915,0.052583378,-0.25391647,-0.47405088
0.42428765,0.36612698,-0.45882106,0.43391758,0.0016190251,0.03409733,-0.26872498,-0.4623326
0.23275508,0.29643175,-0.5023565,0.5010266,0.04678245,0.20922183,-0.21107529,-0.5138564
0.34059283,0.32938334,-0.4776899,0.4706285,0.022718892,0.13532771,-0.26621774,-0.48592448
