0,1,2,3,4,5,6,7
0.42913038,0.33915007,-0.44863972,0.42873815,-0.0032108212,0.09567312,-0.3156654,-0.45488694
0.19976039,0.25351566,-0.48799545,0.48038983,0.04891798,0.32419655,-0.26902598,-0.49703145
0.51717365,0.37153816,-0.42848343,0.37978,-0.024675515,-0.03894849,-0.2776675,-0.43293747
0.32242015,0.29989323,-0.4709799,0.45521668,0.02574354,0.2191792,-0.30729324,-0.48366678
-0.122309305,0.04053609,-0.52763486,0.3933476,0.11725503,0.4460829,0.21920057,-0.5380416
-0.087904304,0.05541225,-0.5159763,0.39073002,0.10568639,0.526064,0.077957354,-0.52565247
0.42341378,0.33512333,-0.4503624,0.42424163,0.00047322983,0.11179633,-0.32243708,-0.45732012
0.5169888,0.36847103,-0.426536,0.37773696,-0.02344298,-0.023888607,-0.2880808,-0.43384635
0.29867294,0.29967305,-0.48009706,0.46427968,0.032518674,0.22176084,-0.28336257,-0.49438056
-0.09048375,0.052313622,-0.5201207,0.39484048,0.10779045,0.5051433,0.10993769,-0.532707
0.0574774,0.16744478,-0.5056751,0.46447775,0.077520944,0.44841856,-0.14975822,-0.517393
0.59306,0.36322266,-0.39973286,0.31866816,-0.046285767,-0.06943891,-0.28723612,-0.4068717
0.07297722,0.17689122,-0.49965075,0.46190226,0.072582915,0.4460514,-0.17816257,-0.5142054
0.024728732,0.131788,-0.4970451,0.42508864,0.07835729,0.520556,-0.1393125,-0.5076809
-0.16775529,-0.028094053,-0.5076161,0.30712798,0.123707965,0.47060218,0.3421528,-0.51500344
0.14943378,0.2289517,-0.49789125,0.48747593,0.06156257,0.35373768,-0.21939668,-0.5125105
