0,1,2,3,4,5,6,7
-0.19249691,-0.0482527,-0.49759284,0.28285348,0.13168971,0.41233817,0.43959883,-0.5023941
-0.1842361,-0.050838057,-0.44740596,0.19323449,0.122013494,0.16224743,0.6934046,-0.45159662
-0.07484102,0.07477233,-0.54316515,0.41371268,0.11298884,0.3935229,0.21606207,-0.55525833
-0.2180937,-0.07598478,-0.46321383,0.21422127,0.13065821,0.32370666,0.59053487,-0.46434322
-0.2272739,-0.11533977,-0.45158824,0.15282768,0.1312913,0.48785713,0.5022173,-0.4475387
-0.14216295,-0.015980944,-0.47241655,0.21299253,0.11519487,0.14847738,0.6693584,-0.47711098
-0.2199103,-0.0893135,-0.43979105,0.16791283,0.13236614,0.2697314,0.66087824,-0.441606
-0.2139133,-0.07884352,-0.46100193,0.21520407,0.13529527,0.29693514,0.6035815,-0.46733633
-0.23225059,-0.10655402,-0.4379147,0.15769237,0.13508153,0.32091224,0.6373905,-0.43654495
-0.0619953,0.08274706,-0.53444445,0.3393404,0.10073678,0.13660744,0.51779455,-0.5400058
-0.10897583,0.05450611,-0.5233837,0.34038857,0.11300009,0.17564648,0.5199494,-0.53046256
-0.23548576,-0.11916489,-0.42823464,0.13837214,0.13965237,0.30277547,0.6581992,-0.42826682
-0.07703736,0.05789506,-0.5096431,0.38139263,0.09585731,0.5506908,0.049144305,-0.52024317
0.23634903,0.31284252,-0.5129746,0.5099321,0.049162302,0.15287988,-0.16316119,-0.5202732
0.40578726,0.36737505,-0.47196388,0.44581515,0.0042748065,0.021324843,-0.22484761,-0.47732767
-0.23498416,-0.12948336,-0.41323718,0.104245566,0.14167954,0.29878357,0.68269837,-0.41347632
