0,1,2,3,4,5,6,7
-0.07153654,0.06783061,-0.51830095,0.39220774,0.096300125,0.5250502,0.06839664,-0.5274364
-0.11007253,0.033257306,-0.51121163,0.36335197,0.10356269,0.54494536,0.123695284,-0.5200239
-0.05696244,0.06271437,-0.4999103,0.37152737,0.08983374,0.58310866,-0.013937084,-0.50655633
-0.16474056,-0.042141505,-0.48831668,0.26490068,0.11364206,0.59691256,0.2330664,-0.48879442
0.550321,0.37725198,-0.42375925,0.3481303,-0.032335762,-0.07010803,-0.2535205,-0.4287514
-0.22714734,-0.10098487,-0.4295862,0.14915341,0.13516973,0.2687724,0.67565536,-0.4294128
-0.22590376,-0.1087984,-0.4571281,0.16955957,0.13137889,0.49538717,0.48057085,-0.45364806
0.37895253,0.35853362,-0.47324672,0.45499548,0.012833685,0.06437208,-0.25408396,-0.47749153
-0.08273215,0.030304732,-0.49545348,0.33620998,0.09283029,0.61044335,0.03178117,-0.5014549
-0.19006804,-0.04102055,-0.47313732,0.23429991,0.12402499,0.24436052,0.6189798,-0.47455856
0.36435983,0.348019,-0.50179046,0.45754653,0.01737157,0.03734022,-0.14079194,-0.51328725
0.3793237,0.36608207,-0.48094127,0.46003878,0.011394892,0.023542818,-0.20594375,-0.4858604
-0.17602086,-0.053270783,-0.4881381,0.2561198,0.117848836,0.5695404,0.28889373,-0.49048805
0.37021053,0.35650963,-0.49740964,0.4598955,0.014408903,0.015430523,-0.14429758,-0.5056257
0.40843132,0.36476794,-0.4801422,0.43934318,0.0036251657,0.011525488,-0.19401908,-0.4886512
-0.2191881,-0.10370149,-0.4623792,0.18091744,0.12725833,0.5147579,0.44981617,-0.45953438
